TOP.5f98df0a.0003ad3e	START
TOP.5fa353da.0001633a	user_options->veracrypt_pim_stop	485
TOP.5fa353da.0001633a	user_options->version	0
TOP.5fa353da.0001633a	user_options->workload_profile	2
TOP.5fa353da.0001633a	user_options->brain_client	0
TOP.5fa353da.0001633a	user_options->brain_client_features	2
TOP.5fa353da.0001633a	user_options->brain_server	0
TOP.5fa353da.0001633a	user_options->brain_server_timer	300
TOP.5fa353da.0001633a	user_options->brain_port	6863
TOP.5fa353da.0001633a	user_options->brain_session	0
TOP.5fa353da.0001633a	proc_start	1604539354
TOP.5fa353da.0001633a	proc_stop	1604539354
TOP.5fa353da.0001633a	STOP
TOP.5fa353da.000aec0f	START
TOP.5fa353da.000aec0f	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353da.000aec0f	folder_config->install_dir	.
TOP.5fa353da.000aec0f	folder_config->profile_dir	.
TOP.5fa353da.000aec0f	folder_config->session_dir	.
TOP.5fa353da.000aec0f	folder_config->shared_dir	.
TOP.5fa353da.000aec0f	user_options->separator	:
TOP.5fa353da.000aec0f	user_options->encoding_from	utf-8
TOP.5fa353da.000aec0f	user_options->encoding_to	utf-8
TOP.5fa353da.000aec0f	user_options->rule_buf_l	:
TOP.5fa353da.000aec0f	user_options->rule_buf_r	:
TOP.5fa353da.000aec0f	user_options->session	hashcat
TOP.5fa353da.000aec0f	user_options->limit	0
TOP.5fa353da.000aec0f	user_options->skip	0
TOP.5fa353da.000aec0f	user_options->attack_mode	0
TOP.5fa353da.000aec0f	user_options->benchmark	0
TOP.5fa353da.000aec0f	user_options->benchmark_all	0
TOP.5fa353da.000aec0f	user_options->bitmap_max	18
TOP.5fa353da.000aec0f	user_options->bitmap_min	16
TOP.5fa353da.000aec0f	user_options->debug_mode	0
TOP.5fa353da.000aec0f	user_options->example_hashes	0
TOP.5fa353da.000aec0f	user_options->force	1
TOP.5fa353da.000aec0f	user_options->hwmon_disable	0
TOP.5fa353da.000aec0f	user_options->hwmon_temp_abort	90
TOP.5fa353da.000aec0f	user_options->hash_mode	11800
TOP.5fa353da.000aec0f	user_options->hex_charset	0
TOP.5fa353da.000aec0f	user_options->hex_salt	0
TOP.5fa353da.000aec0f	user_options->hex_wordlist	0
TOP.5fa353da.000aec0f	user_options->hook_threads	8
TOP.5fa353da.000aec0f	user_options->increment	0
TOP.5fa353da.000aec0f	user_options->increment_max	256
TOP.5fa353da.000aec0f	user_options->increment_min	1
TOP.5fa353da.000aec0f	user_options->keep_guessing	0
TOP.5fa353da.000aec0f	user_options->kernel_accel	0
TOP.5fa353da.000aec0f	user_options->kernel_loops	0
TOP.5fa353da.000aec0f	user_options->kernel_threads	0
TOP.5fa353da.000aec0f	user_options->keyspace	0
TOP.5fa353da.000aec0f	user_options->left	0
TOP.5fa353da.000aec0f	user_options->logfile_disable	0
TOP.5fa353da.000aec0f	user_options->loopback	0
TOP.5fa353da.000aec0f	user_options->machine_readable	0
TOP.5fa353da.000aec0f	user_options->markov_classic	0
TOP.5fa353da.000aec0f	user_options->markov_disable	0
TOP.5fa353da.000aec0f	user_options->markov_threshold	256
TOP.5fa353da.000aec0f	user_options->backend_info	0
TOP.5fa353da.000aec0f	user_options->backend_vector_width	0
TOP.5fa353da.000aec0f	user_options->optimized_kernel_enable	0
TOP.5fa353da.000aec0f	user_options->outfile_autohex	1
TOP.5fa353da.000aec0f	user_options->outfile_check_timer	5
TOP.5fa353da.000aec0f	user_options->outfile_format	3
TOP.5fa353da.000aec0f	user_options->wordlist_autohex_disable	0
TOP.5fa353da.000aec0f	user_options->potfile_disable	0
TOP.5fa353da.000aec0f	user_options->progress_only	0
TOP.5fa353da.000aec0f	user_options->quiet	0
TOP.5fa353da.000aec0f	user_options->remove	0
TOP.5fa353da.000aec0f	user_options->remove_timer	60
TOP.5fa353da.000aec0f	user_options->restore	0
TOP.5fa353da.000aec0f	user_options->restore_disable	0
TOP.5fa353da.000aec0f	user_options->restore_timer	60
TOP.5fa353da.000aec0f	user_options->rp_files_cnt	0
TOP.5fa353da.000aec0f	user_options->rp_gen	0
TOP.5fa353da.000aec0f	user_options->rp_gen_func_max	4
TOP.5fa353da.000aec0f	user_options->rp_gen_func_min	1
TOP.5fa353da.000aec0f	user_options->rp_gen_seed	0
TOP.5fa353da.000aec0f	user_options->runtime	0
TOP.5fa353da.000aec0f	user_options->scrypt_tmto	0
TOP.5fa353da.000aec0f	user_options->segment_size	33554432
TOP.5fa353da.000aec0f	user_options->self_test_disable	0
TOP.5fa353da.000aec0f	user_options->slow_candidates	0
TOP.5fa353da.000aec0f	user_options->show	0
TOP.5fa353da.000aec0f	user_options->speed_only	0
TOP.5fa353da.000aec0f	user_options->spin_damp	0
TOP.5fa353da.000aec0f	user_options->status	0
TOP.5fa353da.000aec0f	user_options->status_json	0
TOP.5fa353da.000aec0f	user_options->status_timer	10
TOP.5fa353da.000aec0f	user_options->stdout_flag	0
TOP.5fa353da.000aec0f	user_options->usage	0
TOP.5fa353da.000aec0f	user_options->username	0
TOP.5fa353da.000aec0f	user_options->veracrypt_pim_start	485
TOP.5fa353da.000aec0f	user_options->veracrypt_pim_stop	485
TOP.5fa353da.000aec0f	user_options->version	0
TOP.5fa353da.000aec0f	user_options->workload_profile	2
TOP.5fa353da.000aec0f	user_options->brain_client	0
TOP.5fa353da.000aec0f	user_options->brain_client_features	2
TOP.5fa353da.000aec0f	user_options->brain_server	0
TOP.5fa353da.000aec0f	user_options->brain_server_timer	300
TOP.5fa353da.000aec0f	user_options->brain_port	6863
TOP.5fa353da.000aec0f	user_options->brain_session	0
TOP.5fa353da.000aec0f	proc_start	1604539354
TOP.5fa353da.000aec0f	proc_stop	1604539354
TOP.5fa353da.000aec0f	STOP
TOP.5fa353db.000532bc	START
TOP.5fa353db.000532bc	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353db.000532bc	folder_config->install_dir	.
TOP.5fa353db.000532bc	folder_config->profile_dir	.
TOP.5fa353db.000532bc	folder_config->session_dir	.
TOP.5fa353db.000532bc	folder_config->shared_dir	.
TOP.5fa353db.000532bc	user_options->separator	:
TOP.5fa353db.000532bc	user_options->encoding_from	utf-8
TOP.5fa353db.000532bc	user_options->encoding_to	utf-8
TOP.5fa353db.000532bc	user_options->rule_buf_l	:
TOP.5fa353db.000532bc	user_options->rule_buf_r	:
TOP.5fa353db.000532bc	user_options->session	hashcat
TOP.5fa353db.000532bc	user_options->limit	0
TOP.5fa353db.000532bc	user_options->skip	0
TOP.5fa353db.000532bc	user_options->attack_mode	0
TOP.5fa353db.000532bc	user_options->benchmark	0
TOP.5fa353db.000532bc	user_options->benchmark_all	0
TOP.5fa353db.000532bc	user_options->bitmap_max	18
TOP.5fa353db.000532bc	user_options->bitmap_min	16
TOP.5fa353db.000532bc	user_options->debug_mode	0
TOP.5fa353db.000532bc	user_options->example_hashes	0
TOP.5fa353db.000532bc	user_options->force	1
TOP.5fa353db.000532bc	user_options->hwmon_disable	0
TOP.5fa353db.000532bc	user_options->hwmon_temp_abort	90
TOP.5fa353db.000532bc	user_options->hash_mode	6900
TOP.5fa353db.000532bc	user_options->hex_charset	0
TOP.5fa353db.000532bc	user_options->hex_salt	0
TOP.5fa353db.000532bc	user_options->hex_wordlist	0
TOP.5fa353db.000532bc	user_options->hook_threads	8
TOP.5fa353db.000532bc	user_options->increment	0
TOP.5fa353db.000532bc	user_options->increment_max	256
TOP.5fa353db.000532bc	user_options->increment_min	1
TOP.5fa353db.000532bc	user_options->keep_guessing	0
TOP.5fa353db.000532bc	user_options->kernel_accel	0
TOP.5fa353db.000532bc	user_options->kernel_loops	0
TOP.5fa353db.000532bc	user_options->kernel_threads	0
TOP.5fa353db.000532bc	user_options->keyspace	0
TOP.5fa353db.000532bc	user_options->left	0
TOP.5fa353db.000532bc	user_options->logfile_disable	0
TOP.5fa353db.000532bc	user_options->loopback	0
TOP.5fa353db.000532bc	user_options->machine_readable	0
TOP.5fa353db.000532bc	user_options->markov_classic	0
TOP.5fa353db.000532bc	user_options->markov_disable	0
TOP.5fa353db.000532bc	user_options->markov_threshold	256
TOP.5fa353db.000532bc	user_options->backend_info	0
TOP.5fa353db.000532bc	user_options->backend_vector_width	0
TOP.5fa353db.000532bc	user_options->optimized_kernel_enable	0
TOP.5fa353db.000532bc	user_options->outfile_autohex	1
TOP.5fa353db.000532bc	user_options->outfile_check_timer	5
TOP.5fa353db.000532bc	user_options->outfile_format	3
TOP.5fa353db.000532bc	user_options->wordlist_autohex_disable	0
TOP.5fa353db.000532bc	user_options->potfile_disable	0
TOP.5fa353db.000532bc	user_options->progress_only	0
TOP.5fa353db.000532bc	user_options->quiet	0
TOP.5fa353db.000532bc	user_options->remove	0
TOP.5fa353db.000532bc	user_options->remove_timer	60
TOP.5fa353db.000532bc	user_options->restore	0
TOP.5fa353db.000532bc	user_options->restore_disable	0
TOP.5fa353db.000532bc	user_options->restore_timer	60
TOP.5fa353db.000532bc	user_options->rp_files_cnt	0
TOP.5fa353db.000532bc	user_options->rp_gen	0
TOP.5fa353db.000532bc	user_options->rp_gen_func_max	4
TOP.5fa353db.000532bc	user_options->rp_gen_func_min	1
TOP.5fa353db.000532bc	user_options->rp_gen_seed	0
TOP.5fa353db.000532bc	user_options->runtime	0
TOP.5fa353db.000532bc	user_options->scrypt_tmto	0
TOP.5fa353db.000532bc	user_options->segment_size	33554432
TOP.5fa353db.000532bc	user_options->self_test_disable	0
TOP.5fa353db.000532bc	user_options->slow_candidates	0
TOP.5fa353db.000532bc	user_options->show	0
TOP.5fa353db.000532bc	user_options->speed_only	0
TOP.5fa353db.000532bc	user_options->spin_damp	0
TOP.5fa353db.000532bc	user_options->status	0
TOP.5fa353db.000532bc	user_options->status_json	0
TOP.5fa353db.000532bc	user_options->status_timer	10
TOP.5fa353db.000532bc	user_options->stdout_flag	0
TOP.5fa353db.000532bc	user_options->usage	0
TOP.5fa353db.000532bc	user_options->username	0
TOP.5fa353db.000532bc	user_options->veracrypt_pim_start	485
TOP.5fa353db.000532bc	user_options->veracrypt_pim_stop	485
TOP.5fa353db.000532bc	user_options->version	0
TOP.5fa353db.000532bc	user_options->workload_profile	2
TOP.5fa353db.000532bc	user_options->brain_client	0
TOP.5fa353db.000532bc	user_options->brain_client_features	2
TOP.5fa353db.000532bc	user_options->brain_server	0
TOP.5fa353db.000532bc	user_options->brain_server_timer	300
TOP.5fa353db.000532bc	user_options->brain_port	6863
TOP.5fa353db.000532bc	user_options->brain_session	0
TOP.5fa353db.000532bc	proc_start	1604539355
TOP.5fa353db.000532bc	proc_stop	1604539355
TOP.5fa353db.000532bc	STOP
TOP.5fa353db.000f0996	START
TOP.5fa353db.000f0996	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353db.000f0996	folder_config->install_dir	.
TOP.5fa353db.000f0996	folder_config->profile_dir	.
TOP.5fa353db.000f0996	folder_config->session_dir	.
TOP.5fa353db.000f0996	folder_config->shared_dir	.
TOP.5fa353db.000f0996	user_options->separator	:
TOP.5fa353db.000f0996	user_options->encoding_from	utf-8
TOP.5fa353db.000f0996	user_options->encoding_to	utf-8
TOP.5fa353db.000f0996	user_options->rule_buf_l	:
TOP.5fa353db.000f0996	user_options->rule_buf_r	:
TOP.5fa353db.000f0996	user_options->session	hashcat
TOP.5fa353db.000f0996	user_options->limit	0
TOP.5fa353db.000f0996	user_options->skip	0
TOP.5fa353db.000f0996	user_options->attack_mode	0
TOP.5fa353db.000f0996	user_options->benchmark	0
TOP.5fa353db.000f0996	user_options->benchmark_all	0
TOP.5fa353db.000f0996	user_options->bitmap_max	18
TOP.5fa353db.000f0996	user_options->bitmap_min	16
TOP.5fa353db.000f0996	user_options->debug_mode	0
TOP.5fa353db.000f0996	user_options->example_hashes	0
TOP.5fa353db.000f0996	user_options->force	1
TOP.5fa353db.000f0996	user_options->hwmon_disable	0
TOP.5fa353db.000f0996	user_options->hwmon_temp_abort	90
TOP.5fa353db.000f0996	user_options->hash_mode	5100
TOP.5fa353db.000f0996	user_options->hex_charset	0
TOP.5fa353db.000f0996	user_options->hex_salt	0
TOP.5fa353db.000f0996	user_options->hex_wordlist	0
TOP.5fa353db.000f0996	user_options->hook_threads	8
TOP.5fa353db.000f0996	user_options->increment	0
TOP.5fa353db.000f0996	user_options->increment_max	256
TOP.5fa353db.000f0996	user_options->increment_min	1
TOP.5fa353db.000f0996	user_options->keep_guessing	0
TOP.5fa353db.000f0996	user_options->kernel_accel	0
TOP.5fa353db.000f0996	user_options->kernel_loops	0
TOP.5fa353db.000f0996	user_options->kernel_threads	0
TOP.5fa353db.000f0996	user_options->keyspace	0
TOP.5fa353db.000f0996	user_options->left	0
TOP.5fa353db.000f0996	user_options->logfile_disable	0
TOP.5fa353db.000f0996	user_options->loopback	0
TOP.5fa353db.000f0996	user_options->machine_readable	0
TOP.5fa353db.000f0996	user_options->markov_classic	0
TOP.5fa353db.000f0996	user_options->markov_disable	0
TOP.5fa353db.000f0996	user_options->markov_threshold	256
TOP.5fa353db.000f0996	user_options->backend_info	0
TOP.5fa353db.000f0996	user_options->backend_vector_width	0
TOP.5fa353db.000f0996	user_options->optimized_kernel_enable	0
TOP.5fa353db.000f0996	user_options->outfile_autohex	1
TOP.5fa353db.000f0996	user_options->outfile_check_timer	5
TOP.5fa353db.000f0996	user_options->outfile_format	3
TOP.5fa353db.000f0996	user_options->wordlist_autohex_disable	0
TOP.5fa353db.000f0996	user_options->potfile_disable	0
TOP.5fa353db.000f0996	user_options->progress_only	0
TOP.5fa353db.000f0996	user_options->quiet	0
TOP.5fa353db.000f0996	user_options->remove	0
TOP.5fa353db.000f0996	user_options->remove_timer	60
TOP.5fa353db.000f0996	user_options->restore	0
TOP.5fa353db.000f0996	user_options->restore_disable	0
TOP.5fa353db.000f0996	user_options->restore_timer	60
TOP.5fa353db.000f0996	user_options->rp_files_cnt	0
TOP.5fa353db.000f0996	user_options->rp_gen	0
TOP.5fa353db.000f0996	user_options->rp_gen_func_max	4
TOP.5fa353db.000f0996	user_options->rp_gen_func_min	1
TOP.5fa353db.000f0996	user_options->rp_gen_seed	0
TOP.5fa353db.000f0996	user_options->runtime	0
TOP.5fa353db.000f0996	user_options->scrypt_tmto	0
TOP.5fa353db.000f0996	user_options->segment_size	33554432
TOP.5fa353db.000f0996	user_options->self_test_disable	0
TOP.5fa353db.000f0996	user_options->slow_candidates	0
TOP.5fa353db.000f0996	user_options->show	0
TOP.5fa353db.000f0996	user_options->speed_only	0
TOP.5fa353db.000f0996	user_options->spin_damp	0
TOP.5fa353db.000f0996	user_options->status	0
TOP.5fa353db.000f0996	user_options->status_json	0
TOP.5fa353db.000f0996	user_options->status_timer	10
TOP.5fa353db.000f0996	user_options->stdout_flag	0
TOP.5fa353db.000f0996	user_options->usage	0
TOP.5fa353db.000f0996	user_options->username	0
TOP.5fa353db.000f0996	user_options->veracrypt_pim_start	485
TOP.5fa353db.000f0996	user_options->veracrypt_pim_stop	485
TOP.5fa353db.000f0996	user_options->version	0
TOP.5fa353db.000f0996	user_options->workload_profile	2
TOP.5fa353db.000f0996	user_options->brain_client	0
TOP.5fa353db.000f0996	user_options->brain_client_features	2
TOP.5fa353db.000f0996	user_options->brain_server	0
TOP.5fa353db.000f0996	user_options->brain_server_timer	300
TOP.5fa353db.000f0996	user_options->brain_port	6863
TOP.5fa353db.000f0996	user_options->brain_session	0
TOP.5fa353db.000f0996	proc_start	1604539355
TOP.5fa353db.000f0996	proc_stop	1604539356
TOP.5fa353db.000f0996	STOP
TOP.5fa353dc.00093b4d	START
TOP.5fa353dc.00093b4d	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353dc.00093b4d	folder_config->install_dir	.
TOP.5fa353dc.00093b4d	folder_config->profile_dir	.
TOP.5fa353dc.00093b4d	folder_config->session_dir	.
TOP.5fa353dc.00093b4d	folder_config->shared_dir	.
TOP.5fa353dc.00093b4d	user_options->separator	:
TOP.5fa353dc.00093b4d	user_options->encoding_from	utf-8
TOP.5fa353dc.00093b4d	user_options->encoding_to	utf-8
TOP.5fa353dc.00093b4d	user_options->rule_buf_l	:
TOP.5fa353dc.00093b4d	user_options->rule_buf_r	:
TOP.5fa353dc.00093b4d	user_options->session	hashcat
TOP.5fa353dc.00093b4d	user_options->limit	0
TOP.5fa353dc.00093b4d	user_options->skip	0
TOP.5fa353dc.00093b4d	user_options->attack_mode	0
TOP.5fa353dc.00093b4d	user_options->benchmark	0
TOP.5fa353dc.00093b4d	user_options->benchmark_all	0
TOP.5fa353dc.00093b4d	user_options->bitmap_max	18
TOP.5fa353dc.00093b4d	user_options->bitmap_min	16
TOP.5fa353dc.00093b4d	user_options->debug_mode	0
TOP.5fa353dc.00093b4d	user_options->example_hashes	0
TOP.5fa353dc.00093b4d	user_options->force	1
TOP.5fa353dc.00093b4d	user_options->hwmon_disable	0
TOP.5fa353dc.00093b4d	user_options->hwmon_temp_abort	90
TOP.5fa353dc.00093b4d	user_options->hash_mode	18700
TOP.5fa353dc.00093b4d	user_options->hex_charset	0
TOP.5fa353dc.00093b4d	user_options->hex_salt	0
TOP.5fa353dc.00093b4d	user_options->hex_wordlist	0
TOP.5fa353dc.00093b4d	user_options->hook_threads	8
TOP.5fa353dc.00093b4d	user_options->increment	0
TOP.5fa353dc.00093b4d	user_options->increment_max	256
TOP.5fa353dc.00093b4d	user_options->increment_min	1
TOP.5fa353dc.00093b4d	user_options->keep_guessing	0
TOP.5fa353dc.00093b4d	user_options->kernel_accel	0
TOP.5fa353dc.00093b4d	user_options->kernel_loops	0
TOP.5fa353dc.00093b4d	user_options->kernel_threads	0
TOP.5fa353dc.00093b4d	user_options->keyspace	0
TOP.5fa353dc.00093b4d	user_options->left	0
TOP.5fa353dc.00093b4d	user_options->logfile_disable	0
TOP.5fa353dc.00093b4d	user_options->loopback	0
TOP.5fa353dc.00093b4d	user_options->machine_readable	0
TOP.5fa353dc.00093b4d	user_options->markov_classic	0
TOP.5fa353dc.00093b4d	user_options->markov_disable	0
TOP.5fa353dc.00093b4d	user_options->markov_threshold	256
TOP.5fa353dc.00093b4d	user_options->backend_info	0
TOP.5fa353dc.00093b4d	user_options->backend_vector_width	0
TOP.5fa353dc.00093b4d	user_options->optimized_kernel_enable	0
TOP.5fa353dc.00093b4d	user_options->outfile_autohex	1
TOP.5fa353dc.00093b4d	user_options->outfile_check_timer	5
TOP.5fa353dc.00093b4d	user_options->outfile_format	3
TOP.5fa353dc.00093b4d	user_options->wordlist_autohex_disable	0
TOP.5fa353dc.00093b4d	user_options->potfile_disable	0
TOP.5fa353dc.00093b4d	user_options->progress_only	0
TOP.5fa353dc.00093b4d	user_options->quiet	0
TOP.5fa353dc.00093b4d	user_options->remove	0
TOP.5fa353dc.00093b4d	user_options->remove_timer	60
TOP.5fa353dc.00093b4d	user_options->restore	0
TOP.5fa353dc.00093b4d	user_options->restore_disable	0
TOP.5fa353dc.00093b4d	user_options->restore_timer	60
TOP.5fa353dc.00093b4d	user_options->rp_files_cnt	0
TOP.5fa353dc.00093b4d	user_options->rp_gen	0
TOP.5fa353dc.00093b4d	user_options->rp_gen_func_max	4
TOP.5fa353dc.00093b4d	user_options->rp_gen_func_min	1
TOP.5fa353dc.00093b4d	user_options->rp_gen_seed	0
TOP.5fa353dc.00093b4d	user_options->runtime	0
TOP.5fa353dc.00093b4d	user_options->scrypt_tmto	0
TOP.5fa353dc.00093b4d	user_options->segment_size	33554432
TOP.5fa353dc.00093b4d	user_options->self_test_disable	0
TOP.5fa353dc.00093b4d	user_options->slow_candidates	0
TOP.5fa353dc.00093b4d	user_options->show	0
TOP.5fa353dc.00093b4d	user_options->speed_only	0
TOP.5fa353dc.00093b4d	user_options->spin_damp	0
TOP.5fa353dc.00093b4d	user_options->status	0
TOP.5fa353dc.00093b4d	user_options->status_json	0
TOP.5fa353dc.00093b4d	user_options->status_timer	10
TOP.5fa353dc.00093b4d	user_options->stdout_flag	0
TOP.5fa353dc.00093b4d	user_options->usage	0
TOP.5fa353dc.00093b4d	user_options->username	0
TOP.5fa353dc.00093b4d	user_options->veracrypt_pim_start	485
TOP.5fa353dc.00093b4d	user_options->veracrypt_pim_stop	485
TOP.5fa353dc.00093b4d	user_options->version	0
TOP.5fa353dc.00093b4d	user_options->workload_profile	2
TOP.5fa353dc.00093b4d	user_options->brain_client	0
TOP.5fa353dc.00093b4d	user_options->brain_client_features	2
TOP.5fa353dc.00093b4d	user_options->brain_server	0
TOP.5fa353dc.00093b4d	user_options->brain_server_timer	300
TOP.5fa353dc.00093b4d	user_options->brain_port	6863
TOP.5fa353dc.00093b4d	user_options->brain_session	0
TOP.5fa353dc.00093b4d	proc_start	1604539356
TOP.5fa353dc.00093b4d	proc_stop	1604539356
TOP.5fa353dc.00093b4d	STOP
TOP.5fa353dd.0003bee7	START
TOP.5fa353dd.0003bee7	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353dd.0003bee7	folder_config->install_dir	.
TOP.5fa353dd.0003bee7	folder_config->profile_dir	.
TOP.5fa353dd.0003bee7	folder_config->session_dir	.
TOP.5fa353dd.0003bee7	folder_config->shared_dir	.
TOP.5fa353dd.0003bee7	user_options->separator	:
TOP.5fa353dd.0003bee7	user_options->encoding_from	utf-8
TOP.5fa353dd.0003bee7	user_options->encoding_to	utf-8
TOP.5fa353dd.0003bee7	user_options->rule_buf_l	:
TOP.5fa353dd.0003bee7	user_options->rule_buf_r	:
TOP.5fa353dd.0003bee7	user_options->session	hashcat
TOP.5fa353dd.0003bee7	user_options->limit	0
TOP.5fa353dd.0003bee7	user_options->skip	0
TOP.5fa353dd.0003bee7	user_options->attack_mode	0
TOP.5fa353dd.0003bee7	user_options->benchmark	0
TOP.5fa353dd.0003bee7	user_options->benchmark_all	0
TOP.5fa353dd.0003bee7	user_options->bitmap_max	18
TOP.5fa353dd.0003bee7	user_options->bitmap_min	16
TOP.5fa353dd.0003bee7	user_options->debug_mode	0
TOP.5fa353dd.0003bee7	user_options->example_hashes	0
TOP.5fa353dd.0003bee7	user_options->force	1
TOP.5fa353dd.0003bee7	user_options->hwmon_disable	0
TOP.5fa353dd.0003bee7	user_options->hwmon_temp_abort	90
TOP.5fa353dd.0003bee7	user_options->hash_mode	17700
TOP.5fa353dd.0003bee7	user_options->hex_charset	0
TOP.5fa353dd.0003bee7	user_options->hex_salt	0
TOP.5fa353dd.0003bee7	user_options->hex_wordlist	0
TOP.5fa353dd.0003bee7	user_options->hook_threads	8
TOP.5fa353dd.0003bee7	user_options->increment	0
TOP.5fa353dd.0003bee7	user_options->increment_max	256
TOP.5fa353dd.0003bee7	user_options->increment_min	1
TOP.5fa353dd.0003bee7	user_options->keep_guessing	0
TOP.5fa353dd.0003bee7	user_options->kernel_accel	0
TOP.5fa353dd.0003bee7	user_options->kernel_loops	0
TOP.5fa353dd.0003bee7	user_options->kernel_threads	0
TOP.5fa353dd.0003bee7	user_options->keyspace	0
TOP.5fa353dd.0003bee7	user_options->left	0
TOP.5fa353dd.0003bee7	user_options->logfile_disable	0
TOP.5fa353dd.0003bee7	user_options->loopback	0
TOP.5fa353dd.0003bee7	user_options->machine_readable	0
TOP.5fa353dd.0003bee7	user_options->markov_classic	0
TOP.5fa353dd.0003bee7	user_options->markov_disable	0
TOP.5fa353dd.0003bee7	user_options->markov_threshold	256
TOP.5fa353dd.0003bee7	user_options->backend_info	0
TOP.5fa353dd.0003bee7	user_options->backend_vector_width	0
TOP.5fa353dd.0003bee7	user_options->optimized_kernel_enable	0
TOP.5fa353dd.0003bee7	user_options->outfile_autohex	1
TOP.5fa353dd.0003bee7	user_options->outfile_check_timer	5
TOP.5fa353dd.0003bee7	user_options->outfile_format	3
TOP.5fa353dd.0003bee7	user_options->wordlist_autohex_disable	0
TOP.5fa353dd.0003bee7	user_options->potfile_disable	0
TOP.5fa353dd.0003bee7	user_options->progress_only	0
TOP.5fa353dd.0003bee7	user_options->quiet	0
TOP.5fa353dd.0003bee7	user_options->remove	0
TOP.5fa353dd.0003bee7	user_options->remove_timer	60
TOP.5fa353dd.0003bee7	user_options->restore	0
TOP.5fa353dd.0003bee7	user_options->restore_disable	0
TOP.5fa353dd.0003bee7	user_options->restore_timer	60
TOP.5fa353dd.0003bee7	user_options->rp_files_cnt	0
TOP.5fa353dd.0003bee7	user_options->rp_gen	0
TOP.5fa353dd.0003bee7	user_options->rp_gen_func_max	4
TOP.5fa353dd.0003bee7	user_options->rp_gen_func_min	1
TOP.5fa353dd.0003bee7	user_options->rp_gen_seed	0
TOP.5fa353dd.0003bee7	user_options->runtime	0
TOP.5fa353dd.0003bee7	user_options->scrypt_tmto	0
TOP.5fa353dd.0003bee7	user_options->segment_size	33554432
TOP.5fa353dd.0003bee7	user_options->self_test_disable	0
TOP.5fa353dd.0003bee7	user_options->slow_candidates	0
TOP.5fa353dd.0003bee7	user_options->show	0
TOP.5fa353dd.0003bee7	user_options->speed_only	0
TOP.5fa353dd.0003bee7	user_options->spin_damp	0
TOP.5fa353dd.0003bee7	user_options->status	0
TOP.5fa353dd.0003bee7	user_options->status_json	0
TOP.5fa353dd.0003bee7	user_options->status_timer	10
TOP.5fa353dd.0003bee7	user_options->stdout_flag	0
TOP.5fa353dd.0003bee7	user_options->usage	0
TOP.5fa353dd.0003bee7	user_options->username	0
TOP.5fa353dd.0003bee7	user_options->veracrypt_pim_start	485
TOP.5fa353dd.0003bee7	user_options->veracrypt_pim_stop	485
TOP.5fa353dd.0003bee7	user_options->version	0
TOP.5fa353dd.0003bee7	user_options->workload_profile	2
TOP.5fa353dd.0003bee7	user_options->brain_client	0
TOP.5fa353dd.0003bee7	user_options->brain_client_features	2
TOP.5fa353dd.0003bee7	user_options->brain_server	0
TOP.5fa353dd.0003bee7	user_options->brain_server_timer	300
TOP.5fa353dd.0003bee7	user_options->brain_port	6863
TOP.5fa353dd.0003bee7	user_options->brain_session	0
TOP.5fa353dd.0003bee7	proc_start	1604539357
TOP.5fa353dd.0003bee7	proc_stop	1604539357
TOP.5fa353dd.0003bee7	STOP
TOP.5fa353dd.000d47bc	START
TOP.5fa353dd.000d47bc	folder_config->cwd	C:\Users\UDP\Desktop\hashcat
TOP.5fa353dd.000d47bc	folder_config->install_dir	.
TOP.5fa353dd.000d47bc	folder_config->profile_dir	.
TOP.5fa353dd.000d47bc	folder_config->session_dir	.
TOP.5fa353dd.000d47bc	folder_config->shared_dir	.
TOP.5fa353dd.000d47bc	user_options->separator	:
TOP.5fa353dd.000d47bc	user_options->encoding_from	utf-8
TOP.5fa353dd.000d47bc	user_options->encoding_to	utf-8
TOP.5fa353dd.000d47bc	user_options->rule_buf_l	:
TOP.5fa353dd.000d47bc	user_options->rule_buf_r	:
TOP.5fa353dd.000d47bc	user_options->session	hashcat
TOP.5fa353dd.000d47bc	user_options->limit	0
TOP.5fa353dd.000d47bc	user_options->skip	0
TOP.5fa353dd.000d47bc	user_options->attack_mode	0
TOP.5fa353dd.000d47bc	user_options->benchmark	0
TOP.5fa353dd.000d47bc	user_options->benchmark_all	0
TOP.5fa353dd.000d47bc	user_options->bitmap_max	18
TOP.5fa353dd.000d47bc	user_options->bitmap_min	16
TOP.5fa353dd.000d47bc	user_options->debug_mode	0
TOP.5fa353dd.000d47bc	user_options->example_hashes	0
TOP.5fa353dd.000d47bc	user_options->force	1
TOP.5fa353dd.000d47bc	user_options->hwmon_disable	0
TOP.5fa353dd.000d47bc	user_options->hwmon_temp_abort	90
TOP.5fa353dd.000d47bc	user_options->hash_mode	17800
TOP.5fa353dd.000d47bc	user_options->hex_charset	0
TOP.5fa353dd.000d47bc	user_options->hex_salt	0
TOP.5fa353dd.000d47bc	user_options->hex_wordlist	0
